[3.17942530e-01 6.63877964e-01 1.20243389e-08],[ 0.32906446  0.6753425  -0.00929747],[ 0.33329302  0.69357562 -0.01083472],[ 0.3345412   0.71108907 -0.01018363],[ 0.33681589  0.72521138 -0.00846737],[ 0.31953502  0.70684606 -0.00194357],[3.22235644e-01 7.26562023e-01 1.53710178e-04],[0.32881278 0.73077536 0.00090765],[0.33312899 0.72918069 0.00165663],[0.3152979  0.70465773 0.00424453],[0.31939745 0.72252041 0.00848482],[0.32681233 0.72620434 0.00927084],[0.33208561 0.72447556 0.00908457],[0.3139213  0.70154083 0.00954261],[0.31833282 0.71667856 0.0128132 ],[0.32463661 0.71968663 0.0127169 ],[0.32975915 0.71889716 0.01192259],[0.31396833 0.69946074 0.0140774 ],[0.31803352 0.71208239 0.01611352],[0.32286677 0.71517509 0.01646347],[0.32729477 0.71452457 0.01647901]
[4.14282680e-01 6.43129051e-01 5.66692506e-08],[0.42814818 0.64908004 0.00522489],[0.43652835 0.66092181 0.00516097],[0.43939456 0.67151868 0.00399096],[0.43857101 0.68111539 0.00301087],[ 0.44203159  0.66695398 -0.00334207],[ 0.45079303  0.68718344 -0.00648304],[ 0.44934267  0.69851172 -0.00642777],[ 0.44476542  0.70254976 -0.00495533],[ 0.43663266  0.67080861 -0.00700022],[ 0.44208294  0.69491267 -0.00893497],[ 0.43834838  0.70356637 -0.00707114],[ 0.43350706  0.70271939 -0.00462467],[ 0.42857331  0.67364264 -0.00990133],[ 0.43334037  0.69736546 -0.01053109],[ 0.42999095  0.70451885 -0.00666404],[ 0.42608121  0.70286578 -0.00312408],[ 0.41942298  0.67585206 -0.01234244],[ 0.42154551  0.69450074 -0.0116894 ],[ 0.42041662  0.70050651 -0.00822131],[ 0.41927031  0.70072556 -0.00468098]
[4.21599954e-01 6.41078353e-01 6.17880573e-08],[0.43398377 0.64801955 0.00565899],[0.44240105 0.65880746 0.00531317],[0.44581038 0.66828215 0.00358639],[0.44631636 0.67756522 0.00194532],[ 0.4487913   0.66301966 -0.00332113],[ 0.45939934  0.68357986 -0.00782891],[ 0.45722958  0.69583863 -0.00923187],[ 0.45219293  0.70058787 -0.00873934],[ 0.44481981  0.66505337 -0.00766193],[ 0.45240605  0.68829441 -0.01127367],[ 0.44775888  0.69806564 -0.01037399],[ 0.44236171  0.69848233 -0.00862379],[ 0.43808022  0.66672701 -0.01135193],[ 0.44419146  0.68867135 -0.01375882],[ 0.44044647  0.6971817  -0.01134374],[ 0.43648401  0.69748914 -0.00874727],[ 0.42950535  0.66884869 -0.01445659],[ 0.43230507  0.68724406 -0.0145083 ],[ 0.43058667  0.69328368 -0.01138061],[ 0.42878467  0.69312829 -0.00839364]
[4.26536918e-01 6.35274589e-01 5.00429884e-08],[0.4360224  0.64379352 0.00547012],[0.44452825 0.6547665  0.00514164],[0.44781721 0.66378295 0.00308887],[0.44899449 0.67240429 0.00100094],[ 0.45441481  0.65620291 -0.00161989],[ 0.46679074  0.67445868 -0.00609927],[ 0.46602634  0.68694907 -0.00786594],[ 0.46229273  0.69259316 -0.00789023],[ 0.45214379  0.6569857  -0.00654638],[ 0.46234486  0.67806125 -0.01050649],[ 0.45746988  0.68851703 -0.01054313],[ 0.45122734  0.69016129 -0.00940793],[ 0.44648102  0.65849006 -0.01102249],[ 0.45495489  0.67845184 -0.01356211],[ 0.45096448  0.68846577 -0.01218034],[ 0.44620314  0.69098282 -0.01044772],[ 0.43891615  0.66087788 -0.01505564],[ 0.4434866   0.67621952 -0.01584671],[ 0.44244841  0.68452746 -0.01410558],[ 0.44051772  0.68797964 -0.01224162]
[4.31297779e-01 6.29758120e-01 5.62071598e-08],[0.43608788 0.64883387 0.00463368],[0.44365636 0.65996015 0.00500419],[0.44783872 0.66661143 0.00343779],[0.45205089 0.67074758 0.00210422],[0.4614588  0.64961356 0.00335988],[ 0.47338659  0.66343731 -0.00087227],[ 0.47255495  0.67642611 -0.00415864],[ 0.46883565  0.68247944 -0.00560622],[ 0.46064425  0.64825654 -0.00141276],[ 0.47222659  0.66416532 -0.00469708],[ 0.46937779  0.67659855 -0.00668512],[ 0.4642424   0.68098605 -0.00754314],[ 0.45688671  0.6489923  -0.00627374],[ 0.46628013  0.66371334 -0.00833336],[ 0.46409515  0.67542243 -0.008808  ],[ 0.46013209  0.68054825 -0.00886438],[ 0.45073923  0.65191895 -0.01100589],[ 0.45576894  0.66335422 -0.01180218],[ 0.45547289  0.67220354 -0.01133006],[ 0.45345557  0.67724544 -0.01077574]
[4.33566630e-01 6.23668313e-01 5.79073927e-08],[0.44159025 0.64484727 0.00376744],[0.45313245 0.65438855 0.00449929],[0.46090087 0.66077286 0.0034311 ],[0.46672919 0.66685945 0.00255082],[0.46681774 0.64142001 0.00404491],[ 0.47909436  0.65077931 -0.00087889],[ 0.47842935  0.66380197 -0.00489674],[ 0.47436759  0.67154354 -0.0068878 ],[ 4.65656728e-01  6.37670577e-01 -3.79676640e-04],[ 0.47856477  0.64975882 -0.00486126],[ 0.47634062  0.66399401 -0.00784994],[ 0.47143018  0.67109531 -0.00912339],[ 0.46207523  0.63624209 -0.00510246],[ 0.47326854  0.64736396 -0.00888781],[ 0.47188655  0.660932   -0.01020195],[ 0.46828079  0.66808993 -0.01026558],[ 0.45674253  0.63675874 -0.00971733],[ 0.46412233  0.6461919  -0.01226787],[ 0.46461713  0.65635514 -0.0127103 ],[ 0.46296269  0.66319501 -0.01240901]
[4.35727596e-01 6.14558041e-01 3.70072542e-08],[0.44433692 0.6343888  0.00369236],[0.4557395  0.64345109 0.00456289],[0.46398965 0.64829159 0.00359996],[0.47000369 0.65439206 0.00274894],[0.46884793 0.63248509 0.00535494],[0.4803353  0.63996857 0.00164878],[ 0.4800314   0.65174341 -0.00165606],[ 0.47702676  0.65933359 -0.00345153],[0.46835518 0.62796742 0.00115196],[ 0.48200724  0.63790393 -0.00228014],[ 0.48089379  0.65110344 -0.00482266],[ 0.47656572  0.65807056 -0.00601515],[ 0.46609831  0.62571692 -0.00341208],[ 0.4790743   0.63444632 -0.00653905],[ 0.47853047  0.64767015 -0.00765833],[ 0.47505772  0.65539539 -0.00780551],[ 0.46214998  0.62530142 -0.00788801],[ 0.47079426  0.63316113 -0.01012729],[ 0.47199434  0.64353073 -0.01056773],[ 0.47055608  0.65105301 -0.01043149]
[4.37743962e-01 6.06963336e-01 3.99404634e-08],[0.44432059 0.62554896 0.00191615],[0.45593482 0.6339609  0.00295836],[0.46481907 0.63620973 0.0027229 ],[0.47055149 0.64029694 0.00271154],[0.47030303 0.62551683 0.00490277],[0.48099703 0.63155758 0.0017283 ],[ 0.48106271  0.64210057 -0.00150505],[ 0.47908077  0.6494562  -0.00334167],[0.47076529 0.62082553 0.00193671],[ 4.83951747e-01  6.28222942e-01 -6.06692862e-04],[ 0.48477596  0.64058918 -0.00286277],[ 0.48256475  0.64900535 -0.00405643],[ 0.46917924  0.61777097 -0.001585  ],[ 0.48131269  0.62523752 -0.00409021],[ 0.48250699  0.63659698 -0.00537807],[ 0.48122004  0.64463031 -0.00583504],[ 0.46577269  0.61578625 -0.0051846 ],[ 0.47420725  0.62253207 -0.00694408],[ 0.47657934  0.63131571 -0.00734202],[ 0.47700509  0.63842821 -0.00729147]
[4.42329675e-01 5.97335577e-01 2.89252586e-08],[0.45042789 0.61399442 0.00721763],[0.46081886 0.62215954 0.00934596],[0.46671015 0.62737638 0.0091706 ],[0.47189686 0.63170296 0.00921938],[0.47363436 0.60615021 0.00624568],[0.48810926 0.61442846 0.00348499],[0.48981011 0.62684828 0.00174114],[0.48771229 0.63378441 0.00119999],[4.73112285e-01 6.05512440e-01 3.92069982e-04],[ 0.48912597  0.6160531  -0.00205902],[ 0.48951593  0.62950265 -0.00295373],[ 0.48589146  0.63558233 -0.00300811],[ 0.47046667  0.60811454 -0.00541821],[ 0.48470053  0.61782712 -0.00716579],[ 0.48502135  0.62966639 -0.00667309],[ 0.48236516  0.63549697 -0.0059945 ],[ 0.46635118  0.61380345 -0.01089295],[ 0.47547135  0.62145263 -0.01242905],[ 0.47762182  0.63033873 -0.01222395],[ 0.47707295  0.63610494 -0.01171322]
[4.48891550e-01 5.86795390e-01 6.97307669e-08],[0.46253648 0.58893853 0.00613158],[0.47379822 0.59511298 0.00641752],[0.47829297 0.60349905 0.00468212],[0.47990799 0.61229259 0.00270395],[0.48159397 0.59422183 0.00191498],[ 0.49660549  0.60591918 -0.00131497],[ 0.49982813  0.6171155  -0.00288642],[ 0.49790111  0.62424827 -0.00301961],[ 0.4794195   0.59827822 -0.00318662],[ 0.49432063  0.61255771 -0.0054665 ],[ 0.49394339  0.62340063 -0.00557473],[ 0.48918176  0.62808776 -0.00482004],[ 0.47465545  0.6036855  -0.00792775],[ 0.48792607  0.61786836 -0.00971446],[ 0.48678753  0.62820882 -0.00859996],[ 0.48247275  0.63206208 -0.0071495 ],[ 0.46827945  0.61041677 -0.0122103 ],[ 0.47631541  0.62320602 -0.01286998],[ 0.47598103  0.63122594 -0.01111015],[ 0.47334886  0.63444239 -0.0092    ]
[4.53746438e-01 5.83776474e-01 5.29666799e-08],[0.46798491 0.58265752 0.00480321],[0.47935095 0.58828056 0.00477106],[0.48407504 0.59680802 0.00334152],[0.48568389 0.60568357 0.00187553],[ 0.48600799  0.58931863 -0.00100706],[ 0.50189584  0.59890217 -0.00434032],[ 0.50478059  0.61012238 -0.00556881],[ 0.50246668  0.6176514  -0.00533361],[ 0.48304725  0.59660202 -0.00496235],[ 0.49733853  0.61097068 -0.00710416],[ 0.49746272  0.62017006 -0.00675834],[ 0.49374789  0.62319672 -0.00565524],[ 0.47772437  0.60413492 -0.00843595],[ 0.48999506  0.61943388 -0.00947392],[ 0.48949265  0.62695783 -0.00735837],[ 0.48630521  0.62828547 -0.0053044 ],[ 0.47077015  0.6114316  -0.0115579 ],[ 0.47753605  0.62467021 -0.0115642 ],[ 0.47885239  0.63140148 -0.00927504],[ 0.47858849  0.6338318  -0.00688451]
[4.55352277e-01 5.83343685e-01 1.35979281e-08],[0.47005677 0.57867229 0.00287824],[0.48253393 0.58360672 0.00308202],[0.48900482 0.59293073 0.00272036],[0.49182236 0.60155517 0.00277586],[ 0.48952812  0.5870207  -0.00305537],[ 0.50383496  0.59550107 -0.00502359],[ 0.50716889  0.60530174 -0.00428487],[ 0.50431687  0.61046624 -0.0027892 ],[ 0.48557198  0.59820002 -0.00551547],[ 0.49940515  0.61071759 -0.007092  ],[ 0.49923992  0.61604786 -0.00545584],[ 0.49511626  0.61538649 -0.00346542],[ 0.47947153  0.60815102 -0.00751242],[ 0.49134988  0.62138802 -0.00862864],[ 0.4911024   0.62443817 -0.00615997],[ 0.48813239  0.62171763 -0.00388535],[ 0.47228315  0.61623114 -0.00920181],[ 0.4796367   0.62920636 -0.01024422],[ 0.48074582  0.63014346 -0.00848328],[ 0.47970361  0.6261934  -0.00632887]
[ 4.56330538e-01  5.84284186e-01 -3.62664885e-08],[0.47029984 0.57670784 0.00223028],[0.48388469 0.58029902 0.00257319],[0.49429271 0.58706611 0.0025369 ],[0.50189269 0.59169286 0.00293581],[ 0.48933932  0.58845586 -0.00287457],[ 0.50455195  0.59688908 -0.00533191],[ 0.50831616  0.59795362 -0.00528388],[ 0.50617397  0.59735209 -0.00410871],[ 0.4853335   0.60088474 -0.00483569],[ 0.50037372  0.61197358 -0.00702984],[ 0.50059152  0.60841238 -0.00513483],[ 0.49620607  0.60414779 -0.00256373],[ 0.4797782   0.610982   -0.00643985],[ 0.49256533  0.62121642 -0.00729543],[ 0.49268469  0.61652136 -0.00368156],[ 4.89342332e-01  6.12386227e-01 -4.02742473e-04],[ 0.47339144  0.61818904 -0.00785859],[ 0.48343113  0.62820929 -0.00705909],[ 0.48479521  0.6244784  -0.00359143],[ 4.82690066e-01  6.20294988e-01 -3.47926165e-04]
[ 4.57615733e-01  5.86441159e-01 -3.68312101e-08],[ 0.47053364  0.57274401 -0.00096272],[ 0.48526892  0.57450092 -0.00140901],[ 0.49723962  0.58307678 -0.00141895],[ 0.50674623  0.58754301 -0.00065042],[ 0.488711    0.5909189  -0.00517287],[ 0.5060032   0.60281408 -0.00684315],[ 0.50943238  0.59748876 -0.00631152],[ 0.50681257  0.59216261 -0.0049691 ],[ 0.48440602  0.60309398 -0.00498245],[ 0.5021525   0.61318755 -0.00579354],[ 0.50411081  0.60556138 -0.00362563],[ 0.50070894  0.59965003 -0.00148535],[ 0.47977266  0.61042178 -0.00461595],[ 0.49551201  0.61843407 -0.00442542],[ 0.49715239  0.6116938  -0.00121511],[0.49442738 0.60673106 0.00122142],[ 0.47558224  0.61431581 -0.00429566],[ 0.48750797  0.62055308 -0.00276108],[4.89596695e-01 6.15928292e-01 4.06220672e-04],[0.48741499 0.61155337 0.00290235]
[ 4.59754467e-01  5.86184859e-01 -4.02729441e-08],[ 0.47215566  0.57248646 -0.00625992],[ 0.48694515  0.57584792 -0.00731533],[ 0.49907088  0.58504468 -0.00662485],[ 0.5081141   0.58970827 -0.00475597],[ 0.48943588  0.59682894 -0.00527688],[ 0.50554174  0.60581917 -0.00525296],[ 0.50872344  0.59884357 -0.00433107],[ 0.50691515  0.59382123 -0.00310013],[ 0.48642811  0.60632706 -0.00112182],[ 5.03828347e-01  6.11861765e-01 -4.67213162e-04],[0.50677818 0.60234267 0.00086267],[0.50432217 0.59612334 0.00206741],[0.48379338 0.61078864 0.0027243 ],[0.50007141 0.61627501 0.00329012],[0.50306976 0.60816377 0.00452789],[0.50125527 0.60241818 0.00551877],[0.48197871 0.61216247 0.00618137],[0.49465466 0.61572391 0.00701431],[0.49866188 0.6108833  0.00796138],[0.49831638 0.60686803 0.00884777]
[4.62544560e-01 5.86864591e-01 5.44403314e-08],[ 0.47699809  0.5788942  -0.00783803],[ 0.49073416  0.58405733 -0.00813249],[ 0.50194734  0.59432238 -0.00683963],[ 0.50853646  0.60334456 -0.00447299],[0.49084288 0.60075426 0.0042487 ],[0.5025593  0.60920262 0.00754444],[0.5068664  0.60818094 0.00829391],[0.50847036 0.60656255 0.00870684],[0.48824528 0.60540909 0.00928833],[0.5005061  0.61197639 0.01330728],[0.50559574 0.60968381 0.0128166 ],[0.50681102 0.60774243 0.01222614],[0.48728418 0.6066488  0.01320751],[0.4985652  0.61114639 0.01607805],[0.50330198 0.60939455 0.01508446],[0.50529873 0.60800302 0.01418352],[0.4874272  0.60556424 0.01641125],[0.49789274 0.60942435 0.01898192],[0.50214785 0.608845   0.01960985],[0.50375372 0.60780174 0.0199609 ]
[4.68796611e-01 5.89981258e-01 4.74883279e-08],[ 0.48031527  0.58502871 -0.0090709 ],[ 0.49301627  0.59263498 -0.00923141],[ 0.50321311  0.60201174 -0.00727927],[ 0.51134986  0.60846674 -0.00425587],[4.94213074e-01 6.07946694e-01 3.91037785e-04],[0.5055142  0.61847365 0.00253022],[0.51083511 0.6168617  0.00287869],[0.51327902 0.61338127 0.00326378],[0.49147829 0.61160672 0.00636313],[0.50245339 0.61896551 0.00956465],[0.50870705 0.61616266 0.00891335],[0.51084077 0.61200112 0.00814252],[0.48980176 0.6124211  0.0113015 ],[0.49976334 0.61650574 0.01355361],[0.50553274 0.61448795 0.0120145 ],[0.50858724 0.61199367 0.01065211],[0.489353   0.61215383 0.0154865 ],[0.49839747 0.61562055 0.01701927],[0.5031926  0.61378628 0.01680882],[0.50562108 0.61114854 0.01664938]
[4.68706280e-01 5.99448383e-01 7.29441680e-08],[ 0.48189029  0.5954085  -0.00805603],[ 0.49489534  0.60319132 -0.00856941],[ 0.50464845  0.61477715 -0.00732464],[ 0.51209825  0.62414736 -0.00530303],[0.49566153 0.61568087 0.0012931 ],[0.50617492 0.62362444 0.00353692],[0.51043701 0.62730509 0.00380428],[0.5127424  0.63072324 0.0037822 ],[0.49161536 0.62058657 0.00629451],[0.50125128 0.6270411  0.00965794],[0.50683111 0.63017851 0.00913486],[0.50997382 0.63267708 0.00814169],[0.48862362 0.62280476 0.01029121],[0.49772042 0.62741977 0.01282369],[0.50266582 0.63000578 0.01205734],[0.50595367 0.63295817 0.01092031],[0.4868263  0.62380165 0.0135    ],[0.49488735 0.62772781 0.0154452 ],[0.49906716 0.62906873 0.01583037],[0.50184071 0.63048303 0.01586838]
[4.70114589e-01 6.05811357e-01 6.64627322e-08],[ 0.48046359  0.60007709 -0.00556305],[ 0.49265343  0.60652089 -0.00716778],[ 0.50186557  0.61706007 -0.00715368],[ 0.50804538  0.62432712 -0.00650006],[ 0.49298134  0.61360347 -0.00841246],[ 0.50635546  0.62687033 -0.01065384],[ 0.50937617  0.6360243  -0.01124747],[ 0.50970745  0.64310044 -0.01104997],[ 0.49084255  0.62067884 -0.00546424],[ 0.50299877  0.63308728 -0.00658057],[ 0.50665355  0.64068729 -0.00673912],[ 0.50788677  0.64672786 -0.00679051],[ 0.48876989  0.62620574 -0.00266966],[ 0.49959615  0.63670743 -0.00340258],[ 0.50323027  0.64270687 -0.0039594 ],[ 0.50440174  0.64797008 -0.00439725],[ 4.86883283e-01  6.30333602e-01 -1.93114945e-04],[ 0.49544844  0.637568   -0.00089164],[ 0.49882138  0.64180946 -0.001258  ],[ 0.50027782  0.64523578 -0.00131143]
[4.71661329e-01 6.11454844e-01 8.82697151e-08],[ 0.48203161  0.60855418 -0.00483896],[ 0.49337012  0.61742777 -0.0060403 ],[ 0.50189126  0.62911826 -0.00598457],[ 0.50811774  0.63682508 -0.00537215],[ 0.49540514  0.62064779 -0.00497499],[ 0.50710857  0.63436556 -0.00726988],[ 0.50956196  0.64501697 -0.0085277 ],[ 0.50913191  0.65287197 -0.00880903],[ 0.49269077  0.62671185 -0.0024618 ],[ 0.5020864   0.64056748 -0.00368353],[ 0.50468022  0.64985311 -0.00476188],[ 0.50539917  0.6570043  -0.00554596],[ 4.89824057e-01  6.31169200e-01 -3.05561960e-04],[ 0.49835366  0.6427542  -0.00129777],[ 0.50101018  0.65047121 -0.00258525],[ 0.50146621  0.6564433  -0.0035419 ],[0.48716953 0.63426447 0.00156055],[0.49404958 0.64192778 0.0006474 ],[ 4.96306479e-01  6.47058547e-01 -6.00661224e-05],[ 4.96857554e-01  6.50860965e-01 -3.87876120e-04]
[4.72976178e-01 6.13861978e-01 9.30597182e-08],[ 0.48459274  0.61085272 -0.00512943],[ 0.49593994  0.61967242 -0.00606172],[ 0.50395435  0.63221264 -0.00584184],[ 0.509435    0.64175469 -0.00511242],[ 0.49666753  0.62592047 -0.00181352],[ 0.50685054  0.63792974 -0.00299906],[ 0.51063889  0.64703894 -0.00408482],[ 0.51193756  0.65432668 -0.0044707 ],[0.49320903 0.6320979  0.00084708],[0.50175595 0.64499068 0.00079096],[ 5.05842090e-01  6.53458476e-01 -4.41355282e-04],[ 0.50802904  0.66076565 -0.00150284],[0.49016547 0.63625723 0.0028975 ],[0.49806327 0.64782315 0.00244176],[0.50194758 0.65496969 0.00091119],[ 5.04229248e-01  6.61262631e-01 -2.78311491e-04],[0.48803806 0.63862127 0.00457399],[0.49443966 0.64753193 0.00416685],[0.49742901 0.65293008 0.00354975],[0.49940553 0.65756965 0.0031547 ]
[4.75405157e-01 6.09340012e-01 1.08613364e-07],[ 0.48373181  0.61128432 -0.00702267],[ 0.49453825  0.62074244 -0.00828123],[ 0.50340885  0.63258588 -0.00818225],[ 0.50991875  0.64268196 -0.00753776],[ 0.4972544   0.6236099  -0.00106234],[ 0.50601697  0.63565683 -0.00175607],[ 0.50941116  0.6448561  -0.00304504],[ 0.51086658  0.65233034 -0.00377494],[0.49602145 0.6272586  0.00267072],[0.5040378  0.63984448 0.00301293],[0.50791293 0.64856327 0.00147407],[5.09922087e-01 6.56298399e-01 1.25000472e-04],[0.49410352 0.63027477 0.00550424],[0.50173581 0.64178252 0.00560741],[0.50500166 0.64914656 0.0042667 ],[0.50695378 0.6559422  0.00310056],[0.49220645 0.63278192 0.00769964],[0.49847937 0.64223754 0.00785136],[0.50102377 0.64819902 0.00740419],[0.50269926 0.65363574 0.0070288 ]
[ 4.82937425e-01  5.97591043e-01 -3.53729170e-08],[ 0.4886573   0.60340685 -0.01040779],[ 0.4975403   0.6139304  -0.01275817],[ 0.50528151  0.62538946 -0.01322717],[ 0.5109368   0.63502026 -0.01278271],[ 0.50606078  0.62785864 -0.00284853],[ 0.51613837  0.63143545 -0.00695926],[ 0.51596856  0.62594694 -0.0100435 ],[ 0.51155955  0.62167305 -0.0109844 ],[0.50663817 0.62406939 0.00253809],[ 0.5155139   0.62529701 -0.00150278],[ 0.51424581  0.61758792 -0.00439947],[ 0.50977844  0.61263442 -0.00488113],[0.50623965 0.61972737 0.00652005],[0.51262611 0.61904663 0.00214394],[ 5.11533618e-01  6.11885846e-01 -1.02674152e-04],[5.07879257e-01 6.07830942e-01 4.81024188e-07],[0.50529134 0.61556906 0.00976737],[0.51017702 0.61217189 0.00642443],[0.50864691 0.60728669 0.00498432],[0.50541431 0.60544962 0.00543847],[4.76870865e-01 6.02178276e-01 2.99244824e-08],[ 0.48087779  0.60793084 -0.00846574],[ 0.48987457  0.61865664 -0.01071581],[ 0.49860466  0.62991548 -0.01120526],[ 0.50510627  0.63815325 -0.01115343],[ 0.49422976  0.62851769 -0.00483788],[ 0.50377828  0.63530588 -0.00747982],[ 0.50774193  0.63563174 -0.00963746],[ 0.50782979  0.63530159 -0.01067216],[ 0.49714932  0.62381876 -0.00074885],[ 0.50711435  0.62796551 -0.00275179],[ 0.51102668  0.62494862 -0.00487682],[ 0.51087135  0.6217078  -0.00597728],[0.49881408 0.61861151 0.00248628],[5.07807195e-01 6.21769667e-01 1.48389794e-04],[ 0.51047808  0.6176883  -0.00152958],[ 0.5100109   0.61458898 -0.00218269],[0.49932307 0.61358011 0.00512888],[0.50651711 0.61395729 0.00272778],[0.50769341 0.6105544  0.00164108],[0.50685894 0.60825229 0.00153899]
[ 4.81691509e-01  5.92018783e-01 -6.16829254e-08],[ 0.48239776  0.59707892 -0.00811196],[ 0.48941383  0.60864764 -0.01095991],[ 0.4974719   0.61851221 -0.01250543],[ 0.50302649  0.62608981 -0.01352283],[ 0.49786419  0.62097514 -0.00656185],[ 0.50805515  0.62160057 -0.01240909],[ 0.50819087  0.61506653 -0.0160198 ],[ 0.50317383  0.60969889 -0.01720867],[ 0.50183684  0.61818588 -0.00346643],[ 0.51196021  0.61596584 -0.00889355],[ 0.51098251  0.60647345 -0.01153389],[ 0.5053857   0.60106844 -0.01190675],[ 0.50400984  0.61501074 -0.00132829],[ 0.5125857   0.61269581 -0.00673035],[ 0.51182222  0.60364962 -0.00793605],[ 0.50652325  0.59843343 -0.00717575],[5.04694462e-01 6.11489236e-01 2.80799519e-04],[ 0.51171815  0.6077562  -0.00416389],[ 0.51081687  0.6007672  -0.0048802 ],[ 0.50656992  0.59666288 -0.00381958]

[ 4.83738124e-01  5.79451561e-01 -8.12495387e-08],[ 0.47836086  0.58658552 -0.00768205],[ 0.47650769  0.59386551 -0.01260258],[ 0.47977516  0.59577489 -0.0172246 ],[ 0.48481408  0.59678829 -0.02149465],[ 0.48666269  0.60835057 -0.00924536],[ 0.49187225  0.61495703 -0.01780759],[ 0.49287933  0.60546893 -0.02362811],[ 0.49097592  0.59551865 -0.02651976],[ 0.49393296  0.60058028 -0.00851031],[ 0.50037539  0.60152221 -0.01718046],[ 0.49877205  0.58951104 -0.02121887],[ 0.4938446   0.58205938 -0.02242601],[ 0.49861926  0.59216672 -0.00872513],[ 0.5043301   0.5924753  -0.01676179],[ 0.50222355  0.58144099 -0.01834115],[ 0.49718213  0.57466173 -0.01750637],[ 0.5007813   0.58413684 -0.00944919],[ 0.50504947  0.58119261 -0.01520296],[ 0.50404698  0.57454169 -0.01575119],[ 0.50007945  0.57078135 -0.01466422]
[ 4.70885396e-01  5.97835481e-01 -1.59778878e-07],[ 0.47361445  0.5960685  -0.00178654],[ 0.47734088  0.59269178 -0.0044572 ],[ 0.4807899   0.5860998  -0.00760745],[ 0.48326823  0.57955515 -0.0108463 ],[ 0.48869851  0.6012798  -0.00400845],[ 0.49261042  0.58728617 -0.00905546],[ 0.48944339  0.57617819 -0.01280495],[ 0.4859069   0.57095873 -0.01487183],[ 0.48917964  0.60125375 -0.00525248],[ 0.49181828  0.58533621 -0.00937039],[ 0.48714998  0.57361138 -0.01140383],[ 0.48273298  0.56929952 -0.01270768],[ 0.48767331  0.60084343 -0.00678986],[ 0.48978996  0.58628243 -0.01065107],[ 0.48543194  0.5748716  -0.01114385],[ 0.48117763  0.57044685 -0.01113927],[ 0.48465809  0.60012442 -0.00849679],[ 0.48629004  0.58924448 -0.01146394],[ 0.48491588  0.57911503 -0.01133995],[ 0.48278937  0.57331634 -0.01074216]
[ 4.49685127e-01  5.71545482e-01 -8.97327936e-08],[ 0.44409931  0.57522559 -0.00976068],[ 0.44253346  0.58385032 -0.01523415],[ 0.44500056  0.59208071 -0.01983948],[ 0.44708049  0.59933221 -0.02406425],[ 0.44809231  0.60827631 -0.01092089],[ 0.45231137  0.61674243 -0.01975488],[ 0.45621797  0.60983509 -0.02570425],[ 0.45747495  0.60092413 -0.02868821],[ 0.45759347  0.60516411 -0.00912194],[ 0.46514744  0.60775763 -0.01824083],[ 0.46674132  0.59510607 -0.02181023],[ 0.46398759  0.5848062  -0.02245314],[ 0.46446946  0.59958154 -0.00848178],[ 0.47188333  0.59829956 -0.01675741],[ 0.47235575  0.58752614 -0.01729917],[ 0.46916062  0.57934672 -0.01568459],[ 0.46865246  0.5927034  -0.00862917],[ 0.47523555  0.59138381 -0.01416006],[ 0.47534704  0.58402836 -0.01389258],[ 0.47249126  0.57819909 -0.01217961]
